address,full_address,latitude,longitude
236 Westwood Avenue,236 WESTWOOD AVENUE THE FLORAVALE SINGAPORE 648362,1.350595905,103.6963663
104 Punggol Drive,104 PUNGGOL DRIVE RIVERPARC RESIDENCE SINGAPORE 828801,1.397958025,103.9176024
23 Tampines Avenue 8,23 TAMPINES AVENUE 8 ARC AT TAMPINES SINGAPORE 529605,1.349958737,103.928673
110 Punggol Walk,110 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828765,1.402186278,103.8972807
24 Sumang Walk,24 SUMANG WALK PIERMONT GRAND SINGAPORE 828678,1.410046618,103.8977299
61 Upper Serangoon View,61 UPPER SERANGOON VIEW HERON BAY SINGAPORE 534015,1.376506646,103.9035329
48 Woodlands Drive 16,48 WOODLANDS DRIVE 16 FORESTVILLE SINGAPORE 737763,1.431947901,103.7987058
39 Punggol Field,39 PUNGGOL FIELD WALK SINGAPORE 828753,1.391616923,103.9135078
272A Punggol Walk,272A PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 821272,1.403145259,103.900666
Piermont Grand,PIERMONT GRAND,1.410248977,103.8983701
Austville Residences,AUSTVILLE RESIDENCES,1.380772398,103.9012163
87 Bukit Drive,87 BUKIT DRIVE THE RAINTREE SINGAPORE 587847,1.348477382,103.7741133
230 Westwood Avenue,230 WESTWOOD AVENUE THE FLORAVALE SINGAPORE 648359,1.351009231,103.6956085
17 Punggol Field Walk,17 PUNGGOL FIELD WALK WATERWOODS SINGAPORE 828747,1.390662845,103.9124512
232 Westwood Avenue,232 WESTWOOD AVENUE THE FLORAVALE SINGAPORE 648360,1.350841278,103.6958482
Sea Horizon,SEA HORIZON,1.376602303,103.958411
345 Choa Chu Kang Avenue 3,345 CHOA CHU KANG AVENUE 3 THE RAINFOREST SINGAPORE 689876,1.383180487,103.748788
55 Tampines Central 7,55 TAMPINES CENTRAL 7 CITYLIFE@TAMPINES SINGAPORE 528617,1.359975852,103.9411845
Watercolours,WATERCOLOURS,1.376273782,103.9597949
42 Sumang Walk,42 SUMANG WALK PIERMONT GRAND SINGAPORE 828626,1.410865446,103.8987042
5 Canberra Walk,5 CANBERRA WALK PARC CANBERRA SINGAPORE 757065,1.447120193,103.8285963
Forett @ Bukit Timah,"Toh Tuck Rd, Singapore 596710",1.3402837,103.7683447
11 Canberra Drive,11 CANBERRA DRIVE 1 CANBERRA SINGAPORE 768071,1.437220648,103.8289388
1 Canberra Drive,1 CANBERRA DRIVE 1 CANBERRA SINGAPORE 768101,1.437691999,103.8302776
Hawaii Tower,HAWAII TOWER,1.296575209,103.8901156
4 Tao Ching Road,4 TAO CHING ROAD LAKE LIFE SINGAPORE 618722,1.332075044,103.724589
365 Choa Chu Kang Avenue 3,365 CHOA CHU KANG AVENUE 3 WANDERVALE SINGAPORE 689886,1.382920375,103.7493908
256D Sumang Walk,256D SUMANG WALK PUNGGOL OPAL SINGAPORE 824256,1.404948702,103.8960077
83 Yishun Avenue 11,83 YISHUN AVENUE 11 THE CANOPY SINGAPORE 768864,1.424248714,103.8485286
19 Tampines Avenue 8,19 TAMPINES AVENUE 8 ARC AT TAMPINES SINGAPORE 529603,1.350624211,103.9287972
33 Tampines Central 7,33 TAMPINES CENTRAL 7 THE TAMPINES TRILLIANT SINGAPORE 528614,1.360014153,103.9402226
77 Yishun Avenue 11,77 YISHUN AVENUE 11 THE CANOPY SINGAPORE 768861,1.424770035,103.8480536
38 Sumang Walk,38 SUMANG WALK PIERMONT GRAND SINGAPORE 828624,1.410323801,103.8987705
123 Compassvale Bow,123 COMPASSVALE BOW ESPARINA RESIDENCES SINGAPORE 544819,1.381102998,103.8907502
Singapore 543265,265C COMPASSVALE LINK THE CORIS SINGAPORE 543265,1.382088599,103.8959678
Singapore 160032,32 JALAN BUKIT HO SWEE HDB-BUKIT MERAH SINGAPORE 160032,1.287421225,103.8284155
Singapore 120306,306 CLEMENTI AVENUE 4 CLEMENTI MEADOWS SINGAPORE 120306,1.321438261,103.7659013
Singapore 821126,126A EDGEDALE PLAINS HDB-PUNGGOL SINGAPORE 821126,1.39410055,103.9113562
Singapore 460406,406 BEDOK NORTH AVENUE 3 RAINBOW VILLE SINGAPORE 460406,1.328225507,103.9344693
Singapore 640413,413 JURONG WEST STREET 42 HDB-JURONG WEST SINGAPORE 640413,1.353275791,103.7251115
Singapore 760853,853 YISHUN RING ROAD KHATIB EVERGREEN I SINGAPORE 760853,1.416451295,103.8367411
Singapore 523493,493D TAMPINES STREET 43 HDB-TAMPINES SINGAPORE 523493,1.362380613,103.9514922
Singapore 160077,77 INDUS ROAD INDUS GARDEN SINGAPORE 160077,1.291134836,103.8267645
Singapore 460415,415 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460415,1.329649995,103.9302606
Singapore 684488,488D CHOA CHU KANG AVENUE 5 SUNSHINE GARDENS SINGAPORE 684488,1.376422216,103.7405047
Singapore 821308,308A PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 821308,1.407754256,103.9009062
Singapore 681476,476A CHOA CHU KANG AVENUE 5 SUNSHINE COURT SINGAPORE 681476,1.376520185,103.7380257
Singapore 824266,266D PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 824266,1.404939601,103.8980368
Singapore 821665,665A PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 821665,1.402127691,103.9135785
Singapore 820647,647 PUNGGOL CENTRAL EASTDALE SINGAPORE 820647,1.398063071,103.9154533
Singapore 564596,596D ANG MO KIO STREET 52 CITY VIEW @ CHENG SAN SINGAPORE 564596,1.371871353,103.8510304
Singapore 541329,329A ANCHORVALE STREET ANCHORVALE HARVEST SINGAPORE 541329,1.396193022,103.8897218
Singapore 730834,834 WOODLANDS STREET 83 HDB-WOODLANDS SINGAPORE 730834,1.440078172,103.7910757
Singapore 512528,528B PASIR RIS STREET 51 COSTA RIS SINGAPORE 512528,1.370623404,103.9481638
Singapore 671549,549A SEGAR ROAD SEGAR PALMVIEW SINGAPORE 671549,1.389694033,103.7683858
Singapore 570108,108 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570108,1.346714989,103.8473984
Singapore 440077,77 MARINE DRIVE MARINE DRIVE VIEW SINGAPORE 440077,1.302015808,103.9085862
Singapore 731887,887A WOODLANDS DRIVE 50 TREEGROVE@WOODLANDS SINGAPORE 731887,1.437192165,103.7938909
Singapore 680771,771 CHOA CHU KANG STREET 54 HDB-CHOA CHU KANG SINGAPORE 680771,1.394267658,103.7493193
Singapore 680661,661 CHOA CHU KANG CRESCENT HDB-CHOA CHU KANG SINGAPORE 680661,1.400828161,103.7505655
Singapore 822260,260B PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 822260,1.404884893,103.8963513
Singapore 544333,333D ANCHORVALE LINK ANCHORVALE ISLES SINGAPORE 544333,1.394224944,103.8922439
Singapore 823265,265C PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 823265,1.40499729,103.8985186
Singapore 080001,1 CANTONMENT ROAD THE PINNACLE@DUXTON SINGAPORE 080001,1.277034744,103.841261
Singapore 520819,819 TAMPINES STREET 81 TAMPINES POLYVIEW SINGAPORE 520819,1.348396484,103.9368087
Singapore 330053,53 GEYLANG BAHRU GEYLANG BAHRU RIVERPOINT SINGAPORE 330053,1.324322313,103.8681596
Singapore 560585,585 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560585,1.370597561,103.852367
Singapore 560102,102 ANG MO KIO AVENUE 3 KEBUN BARU HEIGHTS SINGAPORE 560102,1.370650098,103.8394103
Singapore 141087,87 DAWSON ROAD SKYVILLE @ DAWSON SINGAPORE 141087,1.295730427,103.8097599
Singapore 530925,925 HOUGANG STREET 91 HDB-HOUGANG SINGAPORE 530925,1.376705846,103.8824972
Singapore 550315,315 SERANGOON AVENUE 2 HDB-SERANGOON WEST SINGAPORE 550315,1.352934458,103.8659708
Singapore 520146,146 SIMEI STREET 2 HDB-TAMPINES SINGAPORE 520146,1.344641435,103.9559168
Singapore 520899,899 TAMPINES STREET 81 TAMPINES POLYVIEW SINGAPORE 520899,1.346529142,103.9354537
Singapore 410654,654 JALAN TENAGA EUNOS DAMAI VILLE SINGAPORE 410654,1.332978277,103.9069451
Singapore 570288,288 BISHAN STREET 24 BISHAN HEIGHTS SINGAPORE 570288,1.356923853,103.8451565
Singapore 140162,162 MEI LING STREET MEI LING VISTA SINGAPORE 140162,1.292254671,103.802857
Singapore 271006,6 HOLLAND CLOSE HDB-QUEENSTOWN SINGAPORE 271006,1.307115686,103.7952646
Singapore 550414,414 SERANGOON CENTRAL HDB-SERANGOON ESTATE SINGAPORE 550414,1.348808944,103.874406
Singapore 822210,210B PUNGGOL PLACE PUNGGOL CREST SINGAPORE 822210,1.400186245,103.900097
Singapore 530144,144 LORONG AH SOO HDB-HOUGANG SINGAPORE 530144,1.351977155,103.8833135
Singapore 533981,981C BUANGKOK CRESCENT HDB-HOUGANG SINGAPORE 533981,1.380448016,103.8795793
Singapore 521889,889A TAMPINES STREET 81 TAMPINES GROVE SINGAPORE 521889,1.349415158,103.931406
Singapore 670511,511 JELAPANG ROAD HDB-BUKIT PANJANG SINGAPORE 670511,1.387813532,103.7684399
Singapore 640835,835 JURONG WEST STREET 81 HDB-JURONG WEST SINGAPORE 640835,1.343503823,103.693707
Singapore 822664,664B PUNGGOL DRIVE WATERWAY SUNBEAM SINGAPORE 822664,1.40006477,103.9178515
Singapore 613138,138C YUAN CHING ROAD LAKE VISTA @ YUAN CHING SINGAPORE 613138,1.328437977,103.7237959
Singapore 520863,863 TAMPINES STREET 83 TAMPINES PARKVIEW SINGAPORE 520863,1.355459836,103.9356144
Singapore 611138,138A YUAN CHING ROAD LAKE VISTA @ YUAN CHING SINGAPORE 611138,1.327936965,103.7241782
Singapore 764504,504D YISHUN STREET 51 ACACIA BREEZE @ YISHUN SINGAPORE 764504,1.418333625,103.8437217
Singapore 533475,475C UPPER SERANGOON CRESCENT PARKLAND RESIDENCES SINGAPORE 533475,1.375218194,103.8999953
Singapore 312082,82B LORONG 4 TOA PAYOH HDB-TOA PAYOH SINGAPORE 312082,1.335622393,103.8488515
Singapore 560353,353 ANG MO KIO STREET 32 AMK HEIGHTS SINGAPORE 560353,1.364068079,103.8516123
Singapore 600051,51 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600051,1.320772701,103.7370353
Singapore 792436,436B FERNVALE ROAD FERNVALE GROVE SINGAPORE 792436,1.39287836,103.8769757
Singapore 673636,636C SENJA ROAD SENJA PARC VIEW SINGAPORE 673636,1.387434546,103.7591186
Singapore 120340,340 CLEMENTI AVENUE 5 HDB-CLEMENTI SINGAPORE 120340,1.318728754,103.7700713
Singapore 650221,221 BUKIT BATOK EAST AVENUE 3 HDB-BUKIT BATOK SINGAPORE 650221,1.347475624,103.753691
Singapore 310175,175 LORONG 2 TOA PAYOH TOA PAYOH CENTRAL SINGAPORE 310175,1.333396388,103.8470538
Singapore 513528,528C PASIR RIS STREET 51 COSTA RIS SINGAPORE 513528,1.370985309,103.9482169
Singapore 570248,248 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570248,1.361397156,103.8432813
Singapore 520238,238 TAMPINES STREET 21 HDB-TAMPINES SINGAPORE 520238,1.355747568,103.9465833
Singapore 822167,167B PUNGGOL EAST THE SUNDIAL SINGAPORE 822167,1.394227136,103.9149774
Singapore 142090,90 DAWSON ROAD SKYTERRACE @ DAWSON SINGAPORE 142090,1.295401639,103.8121856
Singapore 525856,856E TAMPINES STREET 82 TAMPINES ARCADIA SINGAPORE 525856,1.352917261,103.9387947
Singapore 821670,670A EDGEFIELD PLAINS WATERWAY RIDGES SINGAPORE 821670,1.405383412,103.9129608
Singapore 520832,832 TAMPINES STREET 82 TAMPINES PALMWALK SINGAPORE 520832,1.350101715,103.9353978
Singapore 140112,112 COMMONWEALTH CRESCENT HDB-QUEENSTOWN SINGAPORE 140112,1.306616608,103.7981838
Singapore 652289,289C BUKIT BATOK STREET 25 NATURE VIEW SINGAPORE 652289,1.343607249,103.7599425
Singapore 530173,173 HOUGANG AVENUE 1 HDB-HOUGANG SINGAPORE 530173,1.350124655,103.8888382
Singapore 520889,889 TAMPINES STREET 81 TAMPINES GROVE SINGAPORE 520889,1.349913483,103.9310495
Singapore 600109,109 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600109,1.338361705,103.7359112
Singapore 823308,308C PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 823308,1.408006949,103.8990744
Singapore 821256,256A SUMANG WALK PUNGGOL OPAL SINGAPORE 821256,1.406091605,103.8957066
Singapore 310096,96 LORONG 3 TOA PAYOH TOA PAYOH PALM SPRING SINGAPORE 310096,1.338624065,103.8483798
Singapore 683487,487C CHOA CHU KANG AVENUE 5 SUNSHINE GARDENS SINGAPORE 683487,1.376512807,103.7391377
Singapore 550403,403 SERANGOON AVENUE 1 HDB-SERANGOON ESTATE SINGAPORE 550403,1.346483281,103.872494
Singapore 530549,549 HOUGANG STREET 51 HDB-HOUGANG SINGAPORE 530549,1.37814104,103.8912578
Singapore 560404,404 ANG MO KIO AVENUE 10 HDB-ANG MO KIO SINGAPORE 560404,1.361677671,103.8547265
Singapore 821666,666A PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 821666,1.401536312,103.915078
Singapore 730322,322 WOODLANDS STREET 32 HDB-WOODLANDS SINGAPORE 730322,1.431515854,103.7788816
Singapore 160048,48 LOWER DELTA ROAD THE BEO CRESCENT SINGAPORE 160048,1.289442681,103.8262014
Singapore 381126,126 GEYLANG EAST AVENUE 1 GEYLANG EAST GROVE SINGAPORE 381126,1.317556995,103.8871303
Singapore 792469,469B SENGKANG WEST WAY FERNVALE LEA SINGAPORE 792469,1.395852564,103.8776849
Singapore 162131,131B KIM TIAN ROAD KIM TIAN VISTA SINGAPORE 162131,1.280917569,103.8283703
Singapore 470769,769 BEDOK RESERVOIR VIEW LONGVALE SINGAPORE 470769,1.33577919,103.9379116
Singapore 400025,25 EUNOS CRESCENT HDB-JALAN EUNOS SINGAPORE 400025,1.323403316,103.9023757
Singapore 562309,309A ANG MO KIO STREET 31 TECK GHEE VISTA SINGAPORE 562309,1.365031842,103.8453017
Singapore 640475,475 JURONG WEST STREET 41 JURONGVILLE @ STREET 41 SINGAPORE 640475,1.348098041,103.7250872
Singapore 391011,11 PINE CLOSE HDB-GUILLEMARD SINGAPORE 391011,1.308112642,103.8826938
Singapore 560622,622 ANG MO KIO AVENUE 9 HDB-ANG MO KIO SINGAPORE 560622,1.382064342,103.8397419
Singapore 822308,308B PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 822308,1.407766768,103.8995809
Singapore 793439,439C SENGKANG WEST AVENUE FERNVALE COURT SINGAPORE 793439,1.392216912,103.8786505
Singapore 380040,40 SIMS DRIVE HDB-GEYLANG SINGAPORE 380040,1.31747603,103.8763541
Singapore 561588,588A ANG MO KIO STREET 52 PARK CENTRAL @ AMK SINGAPORE 561588,1.372076889,103.8527861
Singapore 570023,23 SIN MING ROAD SIN MING VILLE SINGAPORE 570023,1.354352709,103.8358237
Singapore 510486,486 PASIR RIS DRIVE 4 HDB-PASIR RIS SINGAPORE 510486,1.374334152,103.9603522
Singapore 550230,230 SERANGOON AVENUE 4 BOUNDARY VILLE SINGAPORE 550230,1.355949453,103.869581
Singapore 514526,526D PASIR RIS STREET 51 COSTA RIS SINGAPORE 514526,1.368668305,103.947274
Singapore 560329,329 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560329,1.366599086,103.8468744
Singapore 752590,590B MONTREAL LINK MONTREAL DALE SINGAPORE 752590,1.450086219,103.8270672
Singapore 510629,629 PASIR RIS DRIVE 3 HDB-PASIR RIS SINGAPORE 510629,1.379006663,103.9405724
Singapore 562588,588B ANG MO KIO STREET 52 PARK CENTRAL @ AMK SINGAPORE 562588,1.371975713,103.8531509
Singapore 684803,803D KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 684803,1.372896983,103.7443476
Singapore 822666,666B PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 822666,1.401796725,103.9152781
Singapore 532476,476B UPPER SERANGOON VIEW HOUGANG CAPEVIEW SINGAPORE 532476,1.377328452,103.9042122
Singapore 560631,631 ANG MO KIO AVENUE 4 YIO CHU KANG VIEW SINGAPORE 560631,1.379557282,103.8407357
Singapore 460425,425 BEDOK NORTH ROAD GARDEN HILL SINGAPORE 460425,1.329369602,103.9290675
Singapore 540148,148 RIVERVALE CRESCENT RIVERVALE PLACE SINGAPORE 540148,1.390762155,103.9051958
Singapore 530449,449 HOUGANG AVENUE 10 HDB-HOUGANG SINGAPORE 530449,1.378780982,103.8951536
Singapore 461029,29A CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 461029,1.324886322,103.9241321
Singapore 762432,432B YISHUN AVENUE 1 VISTA SPRING @ YISHUN SINGAPORE 762432,1.419099934,103.8464618
Singapore 460181,181 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460181,1.326686013,103.941272
Singapore 543272,272C SENGKANG CENTRAL ATRINA SINGAPORE 543272,1.384273327,103.893821
Singapore 730528,528 WOODLANDS DRIVE 14 WOODLANDS VISTA SINGAPORE 730528,1.431489272,103.7925584
Singapore 510603,603 ELIAS ROAD ELIAS VIEW SINGAPORE 510603,1.376851785,103.943719
Singapore 822310,310B PUNGGOL WALK WATERWAY TERRACES II SINGAPORE 822310,1.409322675,103.9008018
Singapore 120355,355 CLEMENTI AVENUE 2 HDB-CLEMENTI SINGAPORE 120355,1.314451299,103.7695645
Singapore 681489,489A CHOA CHU KANG AVENUE 5 SUNSHINE GARDENS SINGAPORE 681489,1.375600948,103.74036
Singapore 465010,10F BEDOK SOUTH AVENUE 2 HDB-BEDOK SINGAPORE 465010,1.322217735,103.9370013
Singapore 472748,748B BEDOK RESERVOIR CRESCENT BELVIA SINGAPORE 472748,1.336293914,103.9212423
Singapore 600023,23 TEBAN GARDENS ROAD TEBAN VISTA SINGAPORE 600023,1.322857732,103.7392387
Singapore 520287,287 TAMPINES STREET 22 HDB-TAMPINES SINGAPORE 520287,1.349174346,103.9542501
Singapore 524167,167D SIMEI LANE PARC LUMIERE SINGAPORE 524167,1.342873687,103.9592051
Singapore 151028,28 HOY FATT ROAD BRICKWORKS ESTATE SINGAPORE 151028,1.286756544,103.8101217
Singapore 350121,121 POTONG PASIR AVENUE 1 HDB-POTONG PASIR SINGAPORE 350121,1.335760292,103.865597
Singapore 141090,90 TANGLIN HALT ROAD COMMONWEALTH VIEW SINGAPORE 141090,1.300517009,103.7989763
Singapore 521151,151 TAMPINES STREET 12 HDB-TAMPINES SINGAPORE 521151,1.351400474,103.9437934
Singapore 460064,64 NEW UPPER CHANGI ROAD HDB-BEDOK SINGAPORE 460064,1.324218538,103.9398567
Singapore 821612,612A PUNGGOL DRIVE DAMAI GROVE SINGAPORE 821612,1.404164316,103.9091177
Singapore 522520,520B TAMPINES CENTRAL 8 CENTRALE 8 AT TAMPINES SINGAPORE 522520,1.357266351,103.9396652
Singapore 085701,1G CANTONMENT ROAD THE PINNACLE@DUXTON SINGAPORE 085701,1.275532291,103.8412746
Singapore 372017,17B CIRCUIT ROAD MACPHERSON RESIDENCY SINGAPORE 372017,1.329940023,103.8891891
Singapore 750303,303 CANBERRA ROAD HDB-SEMBAWANG SINGAPORE 750303,1.444689924,103.8224416
Singapore 821266,266A PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 821266,1.405960716,103.8979707
Singapore 532475,475B UPPER SERANGOON CRESCENT PARKLAND RESIDENCES SINGAPORE 532475,1.375774046,103.8999657
Singapore 190467,467 NORTH BRIDGE ROAD CRAWFORD COURT SINGAPORE 190467,1.305222054,103.8629065
Singapore 672635,635B SENJA ROAD SENJA GATEWAY SINGAPORE 672635,1.386602752,103.7577105
Singapore 544317,317D ANCHORVALE ROAD HDB-SENGKANG SINGAPORE 544317,1.393466172,103.8879304
Singapore 752351,351B CANBERRA ROAD HDB-SEMBAWANG SINGAPORE 752351,1.450860772,103.8199728
Singapore 520411,411 TAMPINES STREET 41 SUN PLAZA VIEW SINGAPORE 520411,1.359114523,103.9460788
Singapore 604285,285D TOH GUAN ROAD HDB-JURONG EAST SINGAPORE 604285,1.337890206,103.7460393
Singapore 730024,24 MARSILING DRIVE MARSILING GREEN SINGAPORE 730024,1.441505331,103.7721316
Singapore 640431,431 JURONG WEST AVENUE 1 HDB-JURONG WEST SINGAPORE 640431,1.352303065,103.7246322
Singapore 650512,512 BUKIT BATOK STREET 52 GUILIN BREEZE SINGAPORE 650512,1.353980851,103.7527782
Singapore 650511,511 BUKIT BATOK STREET 52 HILLGROVE GARDENS SINGAPORE 650511,1.35272298,103.7537964
Singapore 684490,490D CHOA CHU KANG AVENUE 5 SUNSHINE GARDENS SINGAPORE 684490,1.376028692,103.7413682
Singapore 793469,469C SENGKANG WEST WAY FERNVALE LEA SINGAPORE 793469,1.396323537,103.877422
Singapore 570184,184 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570184,1.350067123,103.852535
Singapore 821258,258A PUNGGOL FIELD PUNGGOL TOPAZ SINGAPORE 821258,1.403799309,103.8959881
Singapore 520715,715 TAMPINES STREET 71 TAMPINES STARLIGHT SINGAPORE 520715,1.35955697,103.9370318
Singapore 521148,148 TAMPINES AVENUE 5 HDB-TAMPINES SINGAPORE 521148,1.350613171,103.94225
Singapore 470717,717 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470717,1.337552089,103.9254493
Singapore 310205,205 TOA PAYOH NORTH TOA PAYOH NORTH SINGAPORE 310205,1.34227486,103.8480503
Singapore 560474,474 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560474,1.362757847,103.8580153
Singapore 510627,627 PASIR RIS DRIVE 3 HDB-PASIR RIS SINGAPORE 510627,1.379626863,103.940582
Singapore 200026,26 JALAN BERSEH KELANTAN COURT SINGAPORE 200026,1.306163609,103.8577767
Singapore 310091,91 LORONG 3 TOA PAYOH TOA PAYOH PALM SPRING SINGAPORE 310091,1.338226031,103.8485969
Singapore 542306,306B ANCHORVALE LINK ANCHORVALE PLACE SINGAPORE 542306,1.389672461,103.8886142
Singapore 510477,477 PASIR RIS DRIVE 6 HDB-PASIR RIS SINGAPORE 510477,1.374475956,103.9584418
Singapore 560104,104A ANG MO KIO STREET 11 KEBUN BARU HEIGHTS SINGAPORE 560104,1.371827009,103.8388037
Singapore 542330,330B ANCHORVALE STREET ANCHORVALE HARVEST SINGAPORE 542330,1.396557709,103.8902405
Singapore 560540,540 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560540,1.375293768,103.8554524
Singapore 672549,549B SEGAR ROAD SEGAR PALMVIEW SINGAPORE 672549,1.389737286,103.7678402
Singapore 190003,3 BEACH ROAD BEACH ROAD GARDENS SINGAPORE 190003,1.304187129,103.8651933
Singapore 100073,73 TELOK BLANGAH HEIGHTS HDB-BUKIT MERAH SINGAPORE 100073,1.27573844,103.8091894
Singapore 823167,167C PUNGGOL EAST THE SUNDIAL SINGAPORE 823167,1.394388962,103.9147524
Singapore 530712,712 HOUGANG AVENUE 2 HDB-HOUGANG SINGAPORE 530712,1.365882221,103.8873871
Singapore 600331,331 JURONG EAST AVENUE 1 HDB-JURONG EAST SINGAPORE 600331,1.350826504,103.7304201
Singapore 823258,258C PUNGGOL FIELD PUNGGOL TOPAZ SINGAPORE 823258,1.404141932,103.8963636
Singapore 550323,323 SERANGOON AVENUE 3 HDB-SERANGOON WEST SINGAPORE 550323,1.351168574,103.8694085
Singapore 160132,132 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160132,1.278738081,103.8283043
Singapore 520230,230 SIMEI STREET 4 HDB-TAMPINES SINGAPORE 520230,1.34336246,103.9558568
Singapore 330094,94 GEYLANG BAHRU HDB-KALLANG/WHAMPOA SINGAPORE 330094,1.322653012,103.87131
Singapore 730419,419 WOODLANDS STREET 41 HDB-WOODLANDS SINGAPORE 730419,1.428514205,103.7745724
Singapore 472747,747B BEDOK RESERVOIR CRESCENT BELVIA SINGAPORE 472747,1.336660095,103.9216247
Singapore 332059,59C GEYLANG BAHRU HDB-KALLANG/WHAMPOA SINGAPORE 332059,1.322210757,103.8685003
Singapore 160139,139 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160139,1.279078534,103.8267853
Singapore 560313,313 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560313,1.366649726,103.8501337
Singapore 762430,430B YISHUN AVENUE 11 ORCHID SPRING @ YISHUN SINGAPORE 762430,1.420987097,103.8486127
Singapore 122311,311B CLEMENTI AVENUE 4 TRIVELIS SINGAPORE 122311,1.319446691,103.7656494
Singapore 671548,548A SEGAR ROAD SEGAR PALMVIEW SINGAPORE 671548,1.389038849,103.768351
Singapore 510528,528 PASIR RIS STREET 51 COSTA RIS SINGAPORE 510528,1.370722266,103.9484317
Singapore 530230,230 HOUGANG AVENUE 1 HDB-HOUGANG SINGAPORE 530230,1.358899944,103.8883458
Singapore 550143,143 SERANGOON NORTH AVENUE 1 HDB-SERANGOON ESTATE SINGAPORE 550143,1.367360767,103.8729254
Singapore 520876,876 TAMPINES STREET 84 TAMPINES SPRING SINGAPORE 520876,1.353075377,103.9313181
Singapore 460036,36 BEDOK SOUTH AVENUE 2 BEDOK SOUTH PARKVIEW SINGAPORE 460036,1.321632997,103.9384413
Singapore 543309,309C ANCHORVALE ROAD ANCHORVALE VISTA SINGAPORE 543309,1.391098224,103.8857612
Singapore 542271,271B SENGKANG CENTRAL TIVELA SINGAPORE 542271,1.385455446,103.8944904
Singapore 460552,552 BEDOK NORTH AVENUE 1 HDB-BEDOK SINGAPORE 460552,1.33190105,103.9277438
Singapore 520272,272 TAMPINES STREET 22 HDB-TAMPINES SINGAPORE 520272,1.349159418,103.9502815
Singapore 510779,779 PASIR RIS STREET 71 HDB-PASIR RIS SINGAPORE 510779,1.373954448,103.9380666
Singapore 531475,475A UPPER SERANGOON CRESCENT PARKLAND RESIDENCES SINGAPORE 531475,1.376298403,103.9002208
Singapore 520161,161 SIMEI ROAD HDB-TAMPINES SINGAPORE 520161,1.345351157,103.9601209
Singapore 530155,155 HOUGANG STREET 11 HDB-HOUGANG SINGAPORE 530155,1.352653389,103.8802927
Singapore 470616,616 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470616,1.331903961,103.9151378
Singapore 460419,419 BEDOK NORTH STREET 1 GARDEN HILL SINGAPORE 460419,1.326966214,103.9281358
Singapore 640906,906 JURONG WEST STREET 91 HDB-JURONG WEST SINGAPORE 640906,1.341220505,103.6852284
